,emoji,synsets,synsets_names
1126,👩🏽‍🔬,"[""118389-A"", ""150714-A"", ""132890-N"", ""118913-A"", ""756-N""]","[""ПОСРЕДСТВЕННЫЙ, СРЕДНИЙ"", ""СРЕДНИЙ ПО СВОЙСТВАМ, ПРИЗНАКАМ"", ""ВЗРОСЛАЯ ЖЕНЩИНА"", ""СРЕДНИЙ, НАХОДЯЩИЙСЯ В СЕРЕДИНЕ"", ""ЖЕНЩИНА, ЧЕЛОВЕК ЖЕНСКОГО ПОЛА""]"
1127,👩🏾‍🔬,"[""756-N"", ""132890-N""]","[""ЖЕНЩИНА, ЧЕЛОВЕК ЖЕНСКОГО ПОЛА"", ""ВЗРОСЛАЯ ЖЕНЩИНА""]"
1128,👩🏿‍🔬,"[""114855-N"", ""756-N"", ""132890-N""]","[""МРАК, ТЬМА"", ""ЖЕНЩИНА, ЧЕЛОВЕК ЖЕНСКОГО ПОЛА"", ""ВЗРОСЛАЯ ЖЕНЩИНА""]"
1129,🧑‍💻,"[""2386-N""]","[""ТЕХНОЛОГ""]"
1130,🧑🏻‍💻,"[""2386-N"", ""107646-N"", ""107237-N"", ""138572-N"", ""143901-N""]","[""ТЕХНОЛОГ"", ""ИСТОЧНИК ОСВЕЩЕНИЯ"", ""СВЕТ (ЛУЧИСТАЯ ЭНЕРГИЯ)"", ""СВЕТ ГЛАЗ"", ""ВЫСШИЙ СВЕТ""]"
1131,🧑🏼‍💻,"[""2386-N""]","[""ТЕХНОЛОГ""]"
1132,🧑🏽‍💻,"[""118913-A"", ""2386-N"", ""150714-A"", ""118389-A""]","[""СРЕДНИЙ, НАХОДЯЩИЙСЯ В СЕРЕДИНЕ"", ""ТЕХНОЛОГ"", ""СРЕДНИЙ ПО СВОЙСТВАМ, ПРИЗНАКАМ"", ""ПОСРЕДСТВЕННЫЙ, СРЕДНИЙ""]"
1133,🧑🏾‍💻,"[""2386-N""]","[""ТЕХНОЛОГ""]"
1134,🧑🏿‍💻,"[""2386-N"", ""114855-N""]","[""ТЕХНОЛОГ"", ""МРАК, ТЬМА""]"
1135,👨‍💻,"[""2386-N"", ""138575-N"", ""153536-N"", ""2149-N"", ""2453-N""]","[""ТЕХНОЛОГ"", ""НАСТОЯЩИЙ МУЖЧИНА"", ""ВЗРОСЛЫЙ МУЖЧИНА"", ""ЧЕЛОВЕК"", ""МУЖЧИНА, ЧЕЛОВЕК МУЖСКОГО ПОЛА""]"
1136,👨🏻‍💻,"[""2386-N"", ""107646-N"", ""2149-N"", ""107237-N"", ""138572-N"", ""143901-N""]","[""ТЕХНОЛОГ"", ""ИСТОЧНИК ОСВЕЩЕНИЯ"", ""ЧЕЛОВЕК"", ""СВЕТ (ЛУЧИСТАЯ ЭНЕРГИЯ)"", ""СВЕТ ГЛАЗ"", ""ВЫСШИЙ СВЕТ""]"
1137,👨🏼‍💻,"[""2386-N"", ""2149-N""]","[""ТЕХНОЛОГ"", ""ЧЕЛОВЕК""]"
1138,👨🏽‍💻,"[""2386-N"", ""118389-A"", ""150714-A"", ""118913-A"", ""2149-N""]","[""ТЕХНОЛОГ"", ""ПОСРЕДСТВЕННЫЙ, СРЕДНИЙ"", ""СРЕДНИЙ ПО СВОЙСТВАМ, ПРИЗНАКАМ"", ""СРЕДНИЙ, НАХОДЯЩИЙСЯ В СЕРЕДИНЕ"", ""ЧЕЛОВЕК""]"
1139,👨🏾‍💻,"[""2386-N"", ""2149-N""]","[""ТЕХНОЛОГ"", ""ЧЕЛОВЕК""]"
1140,👨🏿‍💻,"[""2386-N"", ""114855-N"", ""2149-N""]","[""ТЕХНОЛОГ"", ""МРАК, ТЬМА"", ""ЧЕЛОВЕК""]"
1141,👩‍💻,"[""2386-N"", ""132890-N"", ""756-N""]","[""ТЕХНОЛОГ"", ""ВЗРОСЛАЯ ЖЕНЩИНА"", ""ЖЕНЩИНА, ЧЕЛОВЕК ЖЕНСКОГО ПОЛА""]"
1142,👩🏻‍💻,"[""2386-N"", ""107646-N"", ""132890-N"", ""107237-N"", ""138572-N"", ""143901-N"", ""756-N""]","[""ТЕХНОЛОГ"", ""ИСТОЧНИК ОСВЕЩЕНИЯ"", ""ВЗРОСЛАЯ ЖЕНЩИНА"", ""СВЕТ (ЛУЧИСТАЯ ЭНЕРГИЯ)"", ""СВЕТ ГЛАЗ"", ""ВЫСШИЙ СВЕТ"", ""ЖЕНЩИНА, ЧЕЛОВЕК ЖЕНСКОГО ПОЛА""]"
1143,👩🏼‍💻,"[""2386-N"", ""756-N"", ""132890-N""]","[""ТЕХНОЛОГ"", ""ЖЕНЩИНА, ЧЕЛОВЕК ЖЕНСКОГО ПОЛА"", ""ВЗРОСЛАЯ ЖЕНЩИНА""]"
1144,👩🏽‍💻,"[""2386-N"", ""150714-A"", ""118389-A"", ""132890-N"", ""118913-A"", ""756-N""]","[""ТЕХНОЛОГ"", ""СРЕДНИЙ ПО СВОЙСТВАМ, ПРИЗНАКАМ"", ""ПОСРЕДСТВЕННЫЙ, СРЕДНИЙ"", ""ВЗРОСЛАЯ ЖЕНЩИНА"", ""СРЕДНИЙ, НАХОДЯЩИЙСЯ В СЕРЕДИНЕ"", ""ЖЕНЩИНА, ЧЕЛОВЕК ЖЕНСКОГО ПОЛА""]"
1145,👩🏾‍💻,"[""2386-N"", ""756-N"", ""132890-N""]","[""ТЕХНОЛОГ"", ""ЖЕНЩИНА, ЧЕЛОВЕК ЖЕНСКОГО ПОЛА"", ""ВЗРОСЛАЯ ЖЕНЩИНА""]"
1146,👩🏿‍💻,"[""2386-N"", ""114855-N"", ""132890-N"", ""756-N""]","[""ТЕХНОЛОГ"", ""МРАК, ТЬМА"", ""ВЗРОСЛАЯ ЖЕНЩИНА"", ""ЖЕНЩИНА, ЧЕЛОВЕК ЖЕНСКОГО ПОЛА""]"
1147,🧑‍🎤,"[""120018-N"", ""120017-N""]","[""ПЕВЕЦ (АРТИСТ-ВОКАЛИСТ)"", ""ПЕВЕЦ, ПОЮЩИЙ ЧЕЛОВЕК""]"
1148,🧑🏻‍🎤,"[""107646-N"", ""120018-N"", ""120017-N"", ""107237-N"", ""138572-N"", ""143901-N""]","[""ИСТОЧНИК ОСВЕЩЕНИЯ"", ""ПЕВЕЦ (АРТИСТ-ВОКАЛИСТ)"", ""ПЕВЕЦ, ПОЮЩИЙ ЧЕЛОВЕК"", ""СВЕТ (ЛУЧИСТАЯ ЭНЕРГИЯ)"", ""СВЕТ ГЛАЗ"", ""ВЫСШИЙ СВЕТ""]"
1149,🧑🏼‍🎤,"[""120018-N"", ""120017-N""]","[""ПЕВЕЦ (АРТИСТ-ВОКАЛИСТ)"", ""ПЕВЕЦ, ПОЮЩИЙ ЧЕЛОВЕК""]"
1150,🧑🏽‍🎤,"[""120018-N"", ""118389-A"", ""120017-N"", ""118913-A"", ""150714-A""]","[""ПЕВЕЦ (АРТИСТ-ВОКАЛИСТ)"", ""ПОСРЕДСТВЕННЫЙ, СРЕДНИЙ"", ""ПЕВЕЦ, ПОЮЩИЙ ЧЕЛОВЕК"", ""СРЕДНИЙ, НАХОДЯЩИЙСЯ В СЕРЕДИНЕ"", ""СРЕДНИЙ ПО СВОЙСТВАМ, ПРИЗНАКАМ""]"
1151,🧑🏾‍🎤,"[""120018-N"", ""120017-N""]","[""ПЕВЕЦ (АРТИСТ-ВОКАЛИСТ)"", ""ПЕВЕЦ, ПОЮЩИЙ ЧЕЛОВЕК""]"
1152,🧑🏿‍🎤,"[""114855-N"", ""120018-N"", ""120017-N""]","[""МРАК, ТЬМА"", ""ПЕВЕЦ (АРТИСТ-ВОКАЛИСТ)"", ""ПЕВЕЦ, ПОЮЩИЙ ЧЕЛОВЕК""]"
1153,👨‍🎤,"[""8029-N"", ""120018-N"", ""120017-N"", ""2149-N""]","[""ДУХОВНЫЙ САН"", ""ПЕВЕЦ (АРТИСТ-ВОКАЛИСТ)"", ""ПЕВЕЦ, ПОЮЩИЙ ЧЕЛОВЕК"", ""ЧЕЛОВЕК""]"
1154,👨🏻‍🎤,"[""107646-N"", ""120018-N"", ""120017-N"", ""2149-N"", ""107237-N"", ""138572-N"", ""143901-N""]","[""ИСТОЧНИК ОСВЕЩЕНИЯ"", ""ПЕВЕЦ (АРТИСТ-ВОКАЛИСТ)"", ""ПЕВЕЦ, ПОЮЩИЙ ЧЕЛОВЕК"", ""ЧЕЛОВЕК"", ""СВЕТ (ЛУЧИСТАЯ ЭНЕРГИЯ)"", ""СВЕТ ГЛАЗ"", ""ВЫСШИЙ СВЕТ""]"
1155,👨🏼‍🎤,"[""2149-N"", ""120018-N"", ""120017-N""]","[""ЧЕЛОВЕК"", ""ПЕВЕЦ (АРТИСТ-ВОКАЛИСТ)"", ""ПЕВЕЦ, ПОЮЩИЙ ЧЕЛОВЕК""]"
1156,👨🏽‍🎤,"[""120018-N"", ""118389-A"", ""120017-N"", ""118913-A"", ""150714-A"", ""2149-N""]","[""ПЕВЕЦ (АРТИСТ-ВОКАЛИСТ)"", ""ПОСРЕДСТВЕННЫЙ, СРЕДНИЙ"", ""ПЕВЕЦ, ПОЮЩИЙ ЧЕЛОВЕК"", ""СРЕДНИЙ, НАХОДЯЩИЙСЯ В СЕРЕДИНЕ"", ""СРЕДНИЙ ПО СВОЙСТВАМ, ПРИЗНАКАМ"", ""ЧЕЛОВЕК""]"
1157,👨🏾‍🎤,"[""2149-N"", ""120018-N"", ""120017-N""]","[""ЧЕЛОВЕК"", ""ПЕВЕЦ (АРТИСТ-ВОКАЛИСТ)"", ""ПЕВЕЦ, ПОЮЩИЙ ЧЕЛОВЕК""]"
1158,👨🏿‍🎤,"[""114855-N"", ""120018-N"", ""120017-N"", ""2149-N""]","[""МРАК, ТЬМА"", ""ПЕВЕЦ (АРТИСТ-ВОКАЛИСТ)"", ""ПЕВЕЦ, ПОЮЩИЙ ЧЕЛОВЕК"", ""ЧЕЛОВЕК""]"
1159,👩‍🎤,"[""756-N"", ""120018-N"", ""132890-N"", ""120017-N""]","[""ЖЕНЩИНА, ЧЕЛОВЕК ЖЕНСКОГО ПОЛА"", ""ПЕВЕЦ (АРТИСТ-ВОКАЛИСТ)"", ""ВЗРОСЛАЯ ЖЕНЩИНА"", ""ПЕВЕЦ, ПОЮЩИЙ ЧЕЛОВЕК""]"
1160,👩🏻‍🎤,"[""107646-N"", ""120018-N"", ""132890-N"", ""120017-N"", ""107237-N"", ""138572-N"", ""143901-N"", ""756-N""]","[""ИСТОЧНИК ОСВЕЩЕНИЯ"", ""ПЕВЕЦ (АРТИСТ-ВОКАЛИСТ)"", ""ВЗРОСЛАЯ ЖЕНЩИНА"", ""ПЕВЕЦ, ПОЮЩИЙ ЧЕЛОВЕК"", ""СВЕТ (ЛУЧИСТАЯ ЭНЕРГИЯ)"", ""СВЕТ ГЛАЗ"", ""ВЫСШИЙ СВЕТ"", ""ЖЕНЩИНА, ЧЕЛОВЕК ЖЕНСКОГО ПОЛА""]"
1161,👩🏼‍🎤,"[""132890-N"", ""120018-N"", ""120017-N"", ""756-N""]","[""ВЗРОСЛАЯ ЖЕНЩИНА"", ""ПЕВЕЦ (АРТИСТ-ВОКАЛИСТ)"", ""ПЕВЕЦ, ПОЮЩИЙ ЧЕЛОВЕК"", ""ЖЕНЩИНА, ЧЕЛОВЕК ЖЕНСКОГО ПОЛА""]"
1162,👩🏽‍🎤,"[""120018-N"", ""118389-A"", ""120017-N"", ""118913-A"", ""150714-A"", ""132890-N"", ""756-N""]","[""ПЕВЕЦ (АРТИСТ-ВОКАЛИСТ)"", ""ПОСРЕДСТВЕННЫЙ, СРЕДНИЙ"", ""ПЕВЕЦ, ПОЮЩИЙ ЧЕЛОВЕК"", ""СРЕДНИЙ, НАХОДЯЩИЙСЯ В СЕРЕДИНЕ"", ""СРЕДНИЙ ПО СВОЙСТВАМ, ПРИЗНАКАМ"", ""ВЗРОСЛАЯ ЖЕНЩИНА"", ""ЖЕНЩИНА, ЧЕЛОВЕК ЖЕНСКОГО ПОЛА""]"
1163,👩🏾‍🎤,"[""132890-N"", ""756-N"", ""120018-N"", ""120017-N""]","[""ВЗРОСЛАЯ ЖЕНЩИНА"", ""ЖЕНЩИНА, ЧЕЛОВЕК ЖЕНСКОГО ПОЛА"", ""ПЕВЕЦ (АРТИСТ-ВОКАЛИСТ)"", ""ПЕВЕЦ, ПОЮЩИЙ ЧЕЛОВЕК""]"
1164,👩🏿‍🎤,"[""114855-N"", ""132890-N"", ""120018-N"", ""120017-N"", ""756-N""]","[""МРАК, ТЬМА"", ""ВЗРОСЛАЯ ЖЕНЩИНА"", ""ПЕВЕЦ (АРТИСТ-ВОКАЛИСТ)"", ""ПЕВЕЦ, ПОЮЩИЙ ЧЕЛОВЕК"", ""ЖЕНЩИНА, ЧЕЛОВЕК ЖЕНСКОГО ПОЛА""]"
1165,🧑‍🎨,"[""1416-N"", ""113185-N""]","[""ЖИВОПИСЕЦ"", ""ХУДОЖНИК (АВТОР ИЗОБРАЗИТЕЛЬНОГО ПРОИЗВЕДЕНИЯ)""]"
1166,🧑🏻‍🎨,"[""107646-N"", ""113185-N"", ""1416-N"", ""107237-N"", ""138572-N"", ""143901-N""]","[""ИСТОЧНИК ОСВЕЩЕНИЯ"", ""ХУДОЖНИК (АВТОР ИЗОБРАЗИТЕЛЬНОГО ПРОИЗВЕДЕНИЯ)"", ""ЖИВОПИСЕЦ"", ""СВЕТ (ЛУЧИСТАЯ ЭНЕРГИЯ)"", ""СВЕТ ГЛАЗ"", ""ВЫСШИЙ СВЕТ""]"
1167,🧑🏼‍🎨,"[""1416-N"", ""113185-N""]","[""ЖИВОПИСЕЦ"", ""ХУДОЖНИК (АВТОР ИЗОБРАЗИТЕЛЬНОГО ПРОИЗВЕДЕНИЯ)""]"
1168,🧑🏽‍🎨,"[""1416-N"", ""113185-N"", ""118389-A"", ""150714-A"", ""118913-A""]","[""ЖИВОПИСЕЦ"", ""ХУДОЖНИК (АВТОР ИЗОБРАЗИТЕЛЬНОГО ПРОИЗВЕДЕНИЯ)"", ""ПОСРЕДСТВЕННЫЙ, СРЕДНИЙ"", ""СРЕДНИЙ ПО СВОЙСТВАМ, ПРИЗНАКАМ"", ""СРЕДНИЙ, НАХОДЯЩИЙСЯ В СЕРЕДИНЕ""]"
1169,🧑🏾‍🎨,"[""1416-N"", ""113185-N""]","[""ЖИВОПИСЕЦ"", ""ХУДОЖНИК (АВТОР ИЗОБРАЗИТЕЛЬНОГО ПРОИЗВЕДЕНИЯ)""]"
1170,🧑🏿‍🎨,"[""1416-N"", ""114855-N"", ""113185-N""]","[""ЖИВОПИСЕЦ"", ""МРАК, ТЬМА"", ""ХУДОЖНИК (АВТОР ИЗОБРАЗИТЕЛЬНОГО ПРОИЗВЕДЕНИЯ)""]"
1171,👨‍🎨,"[""1416-N"", ""2149-N"", ""113185-N""]","[""ЖИВОПИСЕЦ"", ""ЧЕЛОВЕК"", ""ХУДОЖНИК (АВТОР ИЗОБРАЗИТЕЛЬНОГО ПРОИЗВЕДЕНИЯ)""]"
1172,👨🏻‍🎨,"[""107646-N"", ""113185-N"", ""2149-N"", ""1416-N"", ""107237-N"", ""138572-N"", ""143901-N""]","[""ИСТОЧНИК ОСВЕЩЕНИЯ"", ""ХУДОЖНИК (АВТОР ИЗОБРАЗИТЕЛЬНОГО ПРОИЗВЕДЕНИЯ)"", ""ЧЕЛОВЕК"", ""ЖИВОПИСЕЦ"", ""СВЕТ (ЛУЧИСТАЯ ЭНЕРГИЯ)"", ""СВЕТ ГЛАЗ"", ""ВЫСШИЙ СВЕТ""]"
1173,👨🏼‍🎨,"[""1416-N"", ""2149-N"", ""113185-N""]","[""ЖИВОПИСЕЦ"", ""ЧЕЛОВЕК"", ""ХУДОЖНИК (АВТОР ИЗОБРАЗИТЕЛЬНОГО ПРОИЗВЕДЕНИЯ)""]"
1174,👨🏽‍🎨,"[""1416-N"", ""113185-N"", ""118389-A"", ""150714-A"", ""118913-A"", ""2149-N""]","[""ЖИВОПИСЕЦ"", ""ХУДОЖНИК (АВТОР ИЗОБРАЗИТЕЛЬНОГО ПРОИЗВЕДЕНИЯ)"", ""ПОСРЕДСТВЕННЫЙ, СРЕДНИЙ"", ""СРЕДНИЙ ПО СВОЙСТВАМ, ПРИЗНАКАМ"", ""СРЕДНИЙ, НАХОДЯЩИЙСЯ В СЕРЕДИНЕ"", ""ЧЕЛОВЕК""]"
1175,👨🏾‍🎨,"[""1416-N"", ""2149-N"", ""113185-N""]","[""ЖИВОПИСЕЦ"", ""ЧЕЛОВЕК"", ""ХУДОЖНИК (АВТОР ИЗОБРАЗИТЕЛЬНОГО ПРОИЗВЕДЕНИЯ)""]"
1176,👨🏿‍🎨,"[""1416-N"", ""114855-N"", ""113185-N"", ""2149-N""]","[""ЖИВОПИСЕЦ"", ""МРАК, ТЬМА"", ""ХУДОЖНИК (АВТОР ИЗОБРАЗИТЕЛЬНОГО ПРОИЗВЕДЕНИЯ)"", ""ЧЕЛОВЕК""]"
1177,👩‍🎨,"[""1416-N"", ""756-N"", ""132890-N"", ""113185-N""]","[""ЖИВОПИСЕЦ"", ""ЖЕНЩИНА, ЧЕЛОВЕК ЖЕНСКОГО ПОЛА"", ""ВЗРОСЛАЯ ЖЕНЩИНА"", ""ХУДОЖНИК (АВТОР ИЗОБРАЗИТЕЛЬНОГО ПРОИЗВЕДЕНИЯ)""]"
1178,👩🏻‍🎨,"[""107646-N"", ""113185-N"", ""132890-N"", ""1416-N"", ""107237-N"", ""138572-N"", ""143901-N"", ""756-N""]","[""ИСТОЧНИК ОСВЕЩЕНИЯ"", ""ХУДОЖНИК (АВТОР ИЗОБРАЗИТЕЛЬНОГО ПРОИЗВЕДЕНИЯ)"", ""ВЗРОСЛАЯ ЖЕНЩИНА"", ""ЖИВОПИСЕЦ"", ""СВЕТ (ЛУЧИСТАЯ ЭНЕРГИЯ)"", ""СВЕТ ГЛАЗ"", ""ВЫСШИЙ СВЕТ"", ""ЖЕНЩИНА, ЧЕЛОВЕК ЖЕНСКОГО ПОЛА""]"
1179,👩🏼‍🎨,"[""1416-N"", ""132890-N"", ""113185-N"", ""756-N""]","[""ЖИВОПИСЕЦ"", ""ВЗРОСЛАЯ ЖЕНЩИНА"", ""ХУДОЖНИК (АВТОР ИЗОБРАЗИТЕЛЬНОГО ПРОИЗВЕДЕНИЯ)"", ""ЖЕНЩИНА, ЧЕЛОВЕК ЖЕНСКОГО ПОЛА""]"
1180,👩🏽‍🎨,"[""113185-N"", ""118389-A"", ""150714-A"", ""118913-A"", ""132890-N"", ""1416-N"", ""756-N""]","[""ХУДОЖНИК (АВТОР ИЗОБРАЗИТЕЛЬНОГО ПРОИЗВЕДЕНИЯ)"", ""ПОСРЕДСТВЕННЫЙ, СРЕДНИЙ"", ""СРЕДНИЙ ПО СВОЙСТВАМ, ПРИЗНАКАМ"", ""СРЕДНИЙ, НАХОДЯЩИЙСЯ В СЕРЕДИНЕ"", ""ВЗРОСЛАЯ ЖЕНЩИНА"", ""ЖИВОПИСЕЦ"", ""ЖЕНЩИНА, ЧЕЛОВЕК ЖЕНСКОГО ПОЛА""]"
1181,👩🏾‍🎨,"[""1416-N"", ""132890-N"", ""756-N"", ""113185-N""]","[""ЖИВОПИСЕЦ"", ""ВЗРОСЛАЯ ЖЕНЩИНА"", ""ЖЕНЩИНА, ЧЕЛОВЕК ЖЕНСКОГО ПОЛА"", ""ХУДОЖНИК (АВТОР ИЗОБРАЗИТЕЛЬНОГО ПРОИЗВЕДЕНИЯ)""]"
1182,👩🏿‍🎨,"[""1416-N"", ""114855-N"", ""113185-N"", ""132890-N"", ""756-N""]","[""ЖИВОПИСЕЦ"", ""МРАК, ТЬМА"", ""ХУДОЖНИК (АВТОР ИЗОБРАЗИТЕЛЬНОГО ПРОИЗВЕДЕНИЯ)"", ""ВЗРОСЛАЯ ЖЕНЩИНА"", ""ЖЕНЩИНА, ЧЕЛОВЕК ЖЕНСКОГО ПОЛА""]"
1183,🧑‍✈️,"[""154840-N"", ""216-N"", ""114339-N""]","[""СЕТЕВОЙ ФИЛЬТР (УДЛИНИТЕЛЬ)"", ""ЛЕТЧИК"", ""АВТОГОНЩИК""]"
1184,🧑‍✈,"[""154840-N"", ""216-N"", ""114339-N""]","[""СЕТЕВОЙ ФИЛЬТР (УДЛИНИТЕЛЬ)"", ""ЛЕТЧИК"", ""АВТОГОНЩИК""]"
1185,🧑🏻‍✈️,"[""107646-N"", ""154840-N"", ""216-N"", ""107237-N"", ""138572-N"", ""143901-N"", ""114339-N""]","[""ИСТОЧНИК ОСВЕЩЕНИЯ"", ""СЕТЕВОЙ ФИЛЬТР (УДЛИНИТЕЛЬ)"", ""ЛЕТЧИК"", ""СВЕТ (ЛУЧИСТАЯ ЭНЕРГИЯ)"", ""СВЕТ ГЛАЗ"", ""ВЫСШИЙ СВЕТ"", ""АВТОГОНЩИК""]"
1186,🧑🏻‍✈,"[""107646-N"", ""154840-N"", ""216-N"", ""107237-N"", ""138572-N"", ""143901-N"", ""114339-N""]","[""ИСТОЧНИК ОСВЕЩЕНИЯ"", ""СЕТЕВОЙ ФИЛЬТР (УДЛИНИТЕЛЬ)"", ""ЛЕТЧИК"", ""СВЕТ (ЛУЧИСТАЯ ЭНЕРГИЯ)"", ""СВЕТ ГЛАЗ"", ""ВЫСШИЙ СВЕТ"", ""АВТОГОНЩИК""]"
1187,🧑🏼‍✈️,"[""154840-N"", ""216-N"", ""114339-N""]","[""СЕТЕВОЙ ФИЛЬТР (УДЛИНИТЕЛЬ)"", ""ЛЕТЧИК"", ""АВТОГОНЩИК""]"
1188,🧑🏼‍✈,"[""154840-N"", ""216-N"", ""114339-N""]","[""СЕТЕВОЙ ФИЛЬТР (УДЛИНИТЕЛЬ)"", ""ЛЕТЧИК"", ""АВТОГОНЩИК""]"
1189,🧑🏽‍✈️,"[""216-N"", ""118389-A"", ""150714-A"", ""154840-N"", ""114339-N"", ""118913-A""]","[""ЛЕТЧИК"", ""ПОСРЕДСТВЕННЫЙ, СРЕДНИЙ"", ""СРЕДНИЙ ПО СВОЙСТВАМ, ПРИЗНАКАМ"", ""СЕТЕВОЙ ФИЛЬТР (УДЛИНИТЕЛЬ)"", ""АВТОГОНЩИК"", ""СРЕДНИЙ, НАХОДЯЩИЙСЯ В СЕРЕДИНЕ""]"
1190,🧑🏽‍✈,"[""216-N"", ""118389-A"", ""150714-A"", ""154840-N"", ""114339-N"", ""118913-A""]","[""ЛЕТЧИК"", ""ПОСРЕДСТВЕННЫЙ, СРЕДНИЙ"", ""СРЕДНИЙ ПО СВОЙСТВАМ, ПРИЗНАКАМ"", ""СЕТЕВОЙ ФИЛЬТР (УДЛИНИТЕЛЬ)"", ""АВТОГОНЩИК"", ""СРЕДНИЙ, НАХОДЯЩИЙСЯ В СЕРЕДИНЕ""]"
1191,🧑🏾‍✈️,"[""216-N"", ""154840-N"", ""114339-N""]","[""ЛЕТЧИК"", ""СЕТЕВОЙ ФИЛЬТР (УДЛИНИТЕЛЬ)"", ""АВТОГОНЩИК""]"
1192,🧑🏾‍✈,"[""216-N"", ""154840-N"", ""114339-N""]","[""ЛЕТЧИК"", ""СЕТЕВОЙ ФИЛЬТР (УДЛИНИТЕЛЬ)"", ""АВТОГОНЩИК""]"
1193,🧑🏿‍✈️,"[""114855-N"", ""216-N"", ""154840-N"", ""114339-N""]","[""МРАК, ТЬМА"", ""ЛЕТЧИК"", ""СЕТЕВОЙ ФИЛЬТР (УДЛИНИТЕЛЬ)"", ""АВТОГОНЩИК""]"
1194,🧑🏿‍✈,"[""114855-N"", ""216-N"", ""154840-N"", ""114339-N""]","[""МРАК, ТЬМА"", ""ЛЕТЧИК"", ""СЕТЕВОЙ ФИЛЬТР (УДЛИНИТЕЛЬ)"", ""АВТОГОНЩИК""]"
1195,👨‍✈️,"[""216-N"", ""114339-N"", ""154840-N"", ""2149-N""]","[""ЛЕТЧИК"", ""АВТОГОНЩИК"", ""СЕТЕВОЙ ФИЛЬТР (УДЛИНИТЕЛЬ)"", ""ЧЕЛОВЕК""]"
1196,👨‍✈,"[""216-N"", ""114339-N"", ""154840-N"", ""2149-N""]","[""ЛЕТЧИК"", ""АВТОГОНЩИК"", ""СЕТЕВОЙ ФИЛЬТР (УДЛИНИТЕЛЬ)"", ""ЧЕЛОВЕК""]"
1197,👨🏻‍✈️,"[""107646-N"", ""2149-N"", ""154840-N"", ""216-N"", ""107237-N"", ""138572-N"", ""143901-N"", ""114339-N""]","[""ИСТОЧНИК ОСВЕЩЕНИЯ"", ""ЧЕЛОВЕК"", ""СЕТЕВОЙ ФИЛЬТР (УДЛИНИТЕЛЬ)"", ""ЛЕТЧИК"", ""СВЕТ (ЛУЧИСТАЯ ЭНЕРГИЯ)"", ""СВЕТ ГЛАЗ"", ""ВЫСШИЙ СВЕТ"", ""АВТОГОНЩИК""]"
1198,👨🏻‍✈,"[""107646-N"", ""2149-N"", ""154840-N"", ""216-N"", ""107237-N"", ""138572-N"", ""143901-N"", ""114339-N""]","[""ИСТОЧНИК ОСВЕЩЕНИЯ"", ""ЧЕЛОВЕК"", ""СЕТЕВОЙ ФИЛЬТР (УДЛИНИТЕЛЬ)"", ""ЛЕТЧИК"", ""СВЕТ (ЛУЧИСТАЯ ЭНЕРГИЯ)"", ""СВЕТ ГЛАЗ"", ""ВЫСШИЙ СВЕТ"", ""АВТОГОНЩИК""]"
1199,👨🏼‍✈️,"[""216-N"", ""154840-N"", ""2149-N"", ""114339-N""]","[""ЛЕТЧИК"", ""СЕТЕВОЙ ФИЛЬТР (УДЛИНИТЕЛЬ)"", ""ЧЕЛОВЕК"", ""АВТОГОНЩИК""]"
1200,👨🏼‍✈,"[""216-N"", ""154840-N"", ""2149-N"", ""114339-N""]","[""ЛЕТЧИК"", ""СЕТЕВОЙ ФИЛЬТР (УДЛИНИТЕЛЬ)"", ""ЧЕЛОВЕК"", ""АВТОГОНЩИК""]"
1201,👨🏽‍✈️,"[""118389-A"", ""150714-A"", ""118913-A"", ""2149-N"", ""216-N"", ""154840-N"", ""114339-N""]","[""ПОСРЕДСТВЕННЫЙ, СРЕДНИЙ"", ""СРЕДНИЙ ПО СВОЙСТВАМ, ПРИЗНАКАМ"", ""СРЕДНИЙ, НАХОДЯЩИЙСЯ В СЕРЕДИНЕ"", ""ЧЕЛОВЕК"", ""ЛЕТЧИК"", ""СЕТЕВОЙ ФИЛЬТР (УДЛИНИТЕЛЬ)"", ""АВТОГОНЩИК""]"
1202,👨🏽‍✈,"[""118389-A"", ""150714-A"", ""118913-A"", ""2149-N"", ""216-N"", ""154840-N"", ""114339-N""]","[""ПОСРЕДСТВЕННЫЙ, СРЕДНИЙ"", ""СРЕДНИЙ ПО СВОЙСТВАМ, ПРИЗНАКАМ"", ""СРЕДНИЙ, НАХОДЯЩИЙСЯ В СЕРЕДИНЕ"", ""ЧЕЛОВЕК"", ""ЛЕТЧИК"", ""СЕТЕВОЙ ФИЛЬТР (УДЛИНИТЕЛЬ)"", ""АВТОГОНЩИК""]"
1203,👨🏾‍✈️,"[""216-N"", ""154840-N"", ""2149-N"", ""114339-N""]","[""ЛЕТЧИК"", ""СЕТЕВОЙ ФИЛЬТР (УДЛИНИТЕЛЬ)"", ""ЧЕЛОВЕК"", ""АВТОГОНЩИК""]"
1204,👨🏾‍✈,"[""216-N"", ""154840-N"", ""2149-N"", ""114339-N""]","[""ЛЕТЧИК"", ""СЕТЕВОЙ ФИЛЬТР (УДЛИНИТЕЛЬ)"", ""ЧЕЛОВЕК"", ""АВТОГОНЩИК""]"
