,emoji,keywords
1116,🧑🏿‍🔬,"{""scientist"": 18, ""dark"": 564}"
1117,👨‍🔬,"{""scientist"": 18, ""man"": 1003}"
1118,👨🏻‍🔬,"{""scientist"": 18, ""light"": 566, ""man"": 1003}"
1119,👨🏼‍🔬,"{""scientist"": 18, ""medium-light"": 561, ""man"": 1003}"
1120,👨🏽‍🔬,"{""scientist"": 18, ""man"": 1003, ""medium"": 566}"
1121,👨🏾‍🔬,"{""scientist"": 18, ""medium-dark"": 561, ""man"": 1003}"
1122,👨🏿‍🔬,"{""scientist"": 18, ""man"": 1003, ""dark"": 564}"
1123,👩‍🔬,"{""scientist"": 18, ""woman"": 1012}"
1124,👩🏻‍🔬,"{""scientist"": 18, ""light"": 566, ""woman"": 1012}"
1125,👩🏼‍🔬,"{""scientist"": 18, ""medium-light"": 561, ""woman"": 1012}"
1126,👩🏽‍🔬,"{""scientist"": 18, ""medium"": 566, ""woman"": 1012}"
1127,👩🏾‍🔬,"{""scientist"": 18, ""medium-dark"": 561, ""woman"": 1012}"
1128,👩🏿‍🔬,"{""scientist"": 18, ""woman"": 1012, ""dark"": 564}"
1129,🧑‍💻,"{""technologist"": 18}"
1130,🧑🏻‍💻,"{""light"": 566, ""technologist"": 18}"
1131,🧑🏼‍💻,"{""medium-light"": 561, ""technologist"": 18}"
1132,🧑🏽‍💻,"{""technologist"": 18, ""medium"": 566}"
1133,🧑🏾‍💻,"{""technologist"": 18, ""medium-dark"": 561}"
1134,🧑🏿‍💻,"{""technologist"": 18, ""dark"": 564}"
1135,👨‍💻,"{""male"": 15, ""blogger"": 2, ""man"": 1003, ""technologist"": 18}"
1136,👨🏻‍💻,"{""light"": 566, ""technologist"": 18, ""man"": 1003}"
1137,👨🏼‍💻,"{""medium-light"": 561, ""technologist"": 18, ""man"": 1003}"
1138,👨🏽‍💻,"{""technologist"": 18, ""man"": 1003, ""medium"": 566}"
1139,👨🏾‍💻,"{""technologist"": 18, ""medium-dark"": 561, ""man"": 1003}"
1140,👨🏿‍💻,"{""technologist"": 18, ""man"": 1003, ""dark"": 564}"
1141,👩‍💻,"{""blogger"": 2, ""woman"": 1012, ""female"": 14, ""technologist"": 18}"
1142,👩🏻‍💻,"{""light"": 566, ""technologist"": 18, ""woman"": 1012}"
1143,👩🏼‍💻,"{""medium-light"": 561, ""technologist"": 18, ""woman"": 1012}"
1144,👩🏽‍💻,"{""technologist"": 18, ""medium"": 566, ""woman"": 1012}"
1145,👩🏾‍💻,"{""technologist"": 18, ""medium-dark"": 561, ""woman"": 1012}"
1146,👩🏿‍💻,"{""dark"": 564, ""technologist"": 18, ""woman"": 1012}"
1147,🧑‍🎤,"{""singer"": 18}"
1148,🧑🏻‍🎤,"{""light"": 566, ""singer"": 18}"
1149,🧑🏼‍🎤,"{""medium-light"": 561, ""singer"": 18}"
1150,🧑🏽‍🎤,"{""singer"": 18, ""medium"": 566}"
1151,🧑🏾‍🎤,"{""medium-dark"": 561, ""singer"": 18}"
1152,🧑🏿‍🎤,"{""singer"": 18, ""dark"": 564}"
1153,👨‍🎤,"{""bowie"": 1, ""sane"": 1, ""man"": 1003, ""singer"": 18, ""aladdin"": 1}"
1154,👨🏻‍🎤,"{""light"": 566, ""man"": 1003, ""singer"": 18}"
1155,👨🏼‍🎤,"{""medium-light"": 561, ""man"": 1003, ""singer"": 18}"
1156,👨🏽‍🎤,"{""man"": 1003, ""singer"": 18, ""medium"": 566}"
1157,👨🏾‍🎤,"{""medium-dark"": 561, ""man"": 1003, ""singer"": 18}"
1158,👨🏿‍🎤,"{""man"": 1003, ""singer"": 18, ""dark"": 564}"
1159,👩‍🎤,"{""woman"": 1012, ""singer"": 18}"
1160,👩🏻‍🎤,"{""light"": 566, ""singer"": 18, ""woman"": 1012}"
1161,👩🏼‍🎤,"{""medium-light"": 561, ""singer"": 18, ""woman"": 1012}"
1162,👩🏽‍🎤,"{""singer"": 18, ""medium"": 566, ""woman"": 1012}"
1163,👩🏾‍🎤,"{""medium-dark"": 561, ""singer"": 18, ""woman"": 1012}"
1164,👩🏿‍🎤,"{""singer"": 18, ""woman"": 1012, ""dark"": 564}"
1165,🧑‍🎨,"{""artist"": 19}"
1166,🧑🏻‍🎨,"{""light"": 566, ""artist"": 19}"
1167,🧑🏼‍🎨,"{""medium-light"": 561, ""artist"": 19}"
1168,🧑🏽‍🎨,"{""artist"": 19, ""medium"": 566}"
1169,🧑🏾‍🎨,"{""medium-dark"": 561, ""artist"": 19}"
1170,🧑🏿‍🎨,"{""artist"": 19, ""dark"": 564}"
1171,👨‍🎨,"{""man"": 1003, ""artist"": 19}"
1172,👨🏻‍🎨,"{""light"": 566, ""man"": 1003, ""artist"": 19}"
1173,👨🏼‍🎨,"{""medium-light"": 561, ""man"": 1003, ""artist"": 19}"
1174,👨🏽‍🎨,"{""man"": 1003, ""artist"": 19, ""medium"": 566}"
1175,👨🏾‍🎨,"{""medium-dark"": 561, ""man"": 1003, ""artist"": 19}"
1176,👨🏿‍🎨,"{""man"": 1003, ""artist"": 19, ""dark"": 564}"
1177,👩‍🎨,"{""woman"": 1012, ""artist"": 19}"
1178,👩🏻‍🎨,"{""light"": 566, ""artist"": 19, ""woman"": 1012}"
1179,👩🏼‍🎨,"{""medium-light"": 561, ""artist"": 19, ""woman"": 1012}"
1180,👩🏽‍🎨,"{""artist"": 19, ""medium"": 566, ""woman"": 1012}"
1181,👩🏾‍🎨,"{""medium-dark"": 561, ""artist"": 19, ""woman"": 1012}"
1182,👩🏿‍🎨,"{""dark"": 564, ""artist"": 19, ""woman"": 1012}"
1183,🧑‍✈️,"{""pilot"": 36}"
1184,🧑‍✈,"{""pilot"": 36}"
1185,🧑🏻‍✈️,"{""light"": 566, ""pilot"": 36}"
1186,🧑🏻‍✈,"{""light"": 566, ""pilot"": 36}"
1187,🧑🏼‍✈️,"{""medium-light"": 561, ""pilot"": 36}"
1188,🧑🏼‍✈,"{""medium-light"": 561, ""pilot"": 36}"
1189,🧑🏽‍✈️,"{""pilot"": 36, ""medium"": 566}"
1190,🧑🏽‍✈,"{""pilot"": 36, ""medium"": 566}"
1191,🧑🏾‍✈️,"{""pilot"": 36, ""medium-dark"": 561}"
1192,🧑🏾‍✈,"{""pilot"": 36, ""medium-dark"": 561}"
1193,🧑🏿‍✈️,"{""pilot"": 36, ""dark"": 564}"
1194,🧑🏿‍✈,"{""pilot"": 36, ""dark"": 564}"
1195,👨‍✈️,"{""man"": 1003, ""pilot"": 36}"
1196,👨‍✈,"{""man"": 1003, ""pilot"": 36}"
1197,👨🏻‍✈️,"{""light"": 566, ""pilot"": 36, ""man"": 1003}"
1198,👨🏻‍✈,"{""light"": 566, ""pilot"": 36, ""man"": 1003}"
1199,👨🏼‍✈️,"{""medium-light"": 561, ""pilot"": 36, ""man"": 1003}"
1200,👨🏼‍✈,"{""medium-light"": 561, ""pilot"": 36, ""man"": 1003}"
1201,👨🏽‍✈️,"{""pilot"": 36, ""man"": 1003, ""medium"": 566}"
1202,👨🏽‍✈,"{""pilot"": 36, ""man"": 1003, ""medium"": 566}"
1203,👨🏾‍✈️,"{""pilot"": 36, ""medium-dark"": 561, ""man"": 1003}"
1204,👨🏾‍✈,"{""pilot"": 36, ""medium-dark"": 561, ""man"": 1003}"
1205,👨🏿‍✈️,"{""pilot"": 36, ""man"": 1003, ""dark"": 564}"
1206,👨🏿‍✈,"{""pilot"": 36, ""man"": 1003, ""dark"": 564}"
1207,👩‍✈️,"{""woman"": 1012, ""pilot"": 36}"
1208,👩‍✈,"{""woman"": 1012, ""pilot"": 36}"
1209,👩🏻‍✈️,"{""light"": 566, ""pilot"": 36, ""woman"": 1012}"
1210,👩🏻‍✈,"{""light"": 566, ""pilot"": 36, ""woman"": 1012}"
1211,👩🏼‍✈️,"{""medium-light"": 561, ""pilot"": 36, ""woman"": 1012}"
1212,👩🏼‍✈,"{""medium-light"": 561, ""pilot"": 36, ""woman"": 1012}"
1213,👩🏽‍✈️,"{""pilot"": 36, ""medium"": 566, ""woman"": 1012}"
1214,👩🏽‍✈,"{""pilot"": 36, ""medium"": 566, ""woman"": 1012}"
1215,👩🏾‍✈️,"{""pilot"": 36, ""medium-dark"": 561, ""woman"": 1012}"
1216,👩🏾‍✈,"{""pilot"": 36, ""medium-dark"": 561, ""woman"": 1012}"
1217,👩🏿‍✈️,"{""pilot"": 36, ""woman"": 1012, ""dark"": 564}"
1218,👩🏿‍✈,"{""pilot"": 36, ""woman"": 1012, ""dark"": 564}"
1219,🧑‍🚀,"{""astronaut"": 18}"
1220,🧑🏻‍🚀,"{""astronaut"": 18, ""light"": 566}"
1221,🧑🏼‍🚀,"{""astronaut"": 18, ""medium-light"": 561}"
1222,🧑🏽‍🚀,"{""astronaut"": 18, ""medium"": 566}"
1223,🧑🏾‍🚀,"{""astronaut"": 18, ""medium-dark"": 561}"
1224,🧑🏿‍🚀,"{""astronaut"": 18, ""dark"": 564}"
1225,👨‍🚀,"{""astronaut"": 18, ""man"": 1003, ""cosmonaut"": 2}"
1226,👨🏻‍🚀,"{""astronaut"": 18, ""light"": 566, ""man"": 1003}"
1227,👨🏼‍🚀,"{""astronaut"": 18, ""medium-light"": 561, ""man"": 1003}"
1228,👨🏽‍🚀,"{""astronaut"": 18, ""man"": 1003, ""medium"": 566}"
1229,👨🏾‍🚀,"{""astronaut"": 18, ""medium-dark"": 561, ""man"": 1003}"
1230,👨🏿‍🚀,"{""astronaut"": 18, ""man"": 1003, ""dark"": 564}"
1231,👩‍🚀,"{""woman"": 1012, ""cosmonaut"": 2, ""astronaut"": 18}"
1232,👩🏻‍🚀,"{""astronaut"": 18, ""light"": 566, ""woman"": 1012}"
1233,👩🏼‍🚀,"{""astronaut"": 18, ""medium-light"": 561, ""woman"": 1012}"
1234,👩🏽‍🚀,"{""astronaut"": 18, ""medium"": 566, ""woman"": 1012}"
1235,👩🏾‍🚀,"{""astronaut"": 18, ""medium-dark"": 561, ""woman"": 1012}"
1236,👩🏿‍🚀,"{""astronaut"": 18, ""woman"": 1012, ""dark"": 564}"
1237,🧑‍🚒,"{""firefighter"": 18}"
1238,🧑🏻‍🚒,"{""light"": 566, ""firefighter"": 18}"
1239,🧑🏼‍🚒,"{""medium-light"": 561, ""firefighter"": 18}"
1240,🧑🏽‍🚒,"{""medium"": 566, ""firefighter"": 18}"
1241,🧑🏾‍🚒,"{""medium-dark"": 561, ""firefighter"": 18}"
1242,🧑🏿‍🚒,"{""firefighter"": 18, ""dark"": 564}"
1243,👨‍🚒,"{""firefighter"": 18, ""man"": 1003}"
1244,👨🏻‍🚒,"{""light"": 566, ""man"": 1003, ""firefighter"": 18}"
1245,👨🏼‍🚒,"{""medium-light"": 561, ""man"": 1003, ""firefighter"": 18}"
1246,👨🏽‍🚒,"{""man"": 1003, ""medium"": 566, ""firefighter"": 18}"
1247,👨🏾‍🚒,"{""medium-dark"": 561, ""man"": 1003, ""firefighter"": 18}"
1248,👨🏿‍🚒,"{""man"": 1003, ""firefighter"": 18, ""dark"": 564}"
1249,👩‍🚒,"{""firefighter"": 18, ""woman"": 1012}"
1250,👩🏻‍🚒,"{""light"": 566, ""firefighter"": 18, ""woman"": 1012}"
1251,👩🏼‍🚒,"{""medium-light"": 561, ""firefighter"": 18, ""woman"": 1012}"
1252,👩🏽‍🚒,"{""medium"": 566, ""firefighter"": 18, ""woman"": 1012}"
1253,👩🏾‍🚒,"{""medium-dark"": 561, ""firefighter"": 18, ""woman"": 1012}"
1254,👩🏿‍🚒,"{""dark"": 564, ""firefighter"": 18, ""woman"": 1012}"
1255,👮,"{""police"": 33, ""cop"": 3, ""policewoman"": 1, ""officer"": 30, ""policeman"": 1}"
1256,👮🏻,"{""police"": 33, ""light"": 566, ""officer"": 30}"
1257,👮🏼,"{""police"": 33, ""medium-light"": 561, ""officer"": 30}"
1258,👮🏽,"{""police"": 33, ""medium"": 566, ""officer"": 30}"
1259,👮🏾,"{""police"": 33, ""medium-dark"": 561, ""officer"": 30}"
1260,👮🏿,"{""police"": 33, ""officer"": 30, ""dark"": 564}"
1261,👮‍♂️,"{""police"": 33, ""officer"": 30, ""man"": 1003}"
1262,👮‍♂,"{""police"": 33, ""officer"": 30, ""man"": 1003}"
1263,👮🏻‍♂️,"{""police"": 33, ""light"": 566, ""man"": 1003, ""officer"": 30}"
1264,👮🏻‍♂,"{""police"": 33, ""light"": 566, ""man"": 1003, ""officer"": 30}"
1265,👮🏼‍♂️,"{""police"": 33, ""medium-light"": 561, ""man"": 1003, ""officer"": 30}"
1266,👮🏼‍♂,"{""police"": 33, ""medium-light"": 561, ""man"": 1003, ""officer"": 30}"
1267,👮🏽‍♂️,"{""police"": 33, ""man"": 1003, ""medium"": 566, ""officer"": 30}"
1268,👮🏽‍♂,"{""police"": 33, ""man"": 1003, ""medium"": 566, ""officer"": 30}"
1269,👮🏾‍♂️,"{""police"": 33, ""medium-dark"": 561, ""man"": 1003, ""officer"": 30}"
1270,👮🏾‍♂,"{""police"": 33, ""medium-dark"": 561, ""man"": 1003, ""officer"": 30}"
1271,👮🏿‍♂️,"{""police"": 33, ""man"": 1003, ""officer"": 30, ""dark"": 564}"
1272,👮🏿‍♂,"{""police"": 33, ""man"": 1003, ""officer"": 30, ""dark"": 564}"
1273,👮‍♀️,"{""police"": 33, ""officer"": 30, ""woman"": 1012}"
1274,👮‍♀,"{""police"": 33, ""officer"": 30, ""woman"": 1012}"
1275,👮🏻‍♀️,"{""police"": 33, ""light"": 566, ""officer"": 30, ""woman"": 1012}"
1276,👮🏻‍♀,"{""police"": 33, ""light"": 566, ""officer"": 30, ""woman"": 1012}"
1277,👮🏼‍♀️,"{""police"": 33, ""medium-light"": 561, ""officer"": 30, ""woman"": 1012}"
1278,👮🏼‍♀,"{""police"": 33, ""medium-light"": 561, ""officer"": 30, ""woman"": 1012}"
1279,👮🏽‍♀️,"{""police"": 33, ""medium"": 566, ""officer"": 30, ""woman"": 1012}"
1280,👮🏽‍♀,"{""police"": 33, ""medium"": 566, ""officer"": 30, ""woman"": 1012}"
1281,👮🏾‍♀️,"{""police"": 33, ""medium-dark"": 561, ""officer"": 30, ""woman"": 1012}"
1282,👮🏾‍♀,"{""police"": 33, ""medium-dark"": 561, ""officer"": 30, ""woman"": 1012}"
1283,👮🏿‍♀️,"{""police"": 33, ""woman"": 1012, ""officer"": 30, ""dark"": 564}"
1284,👮🏿‍♀,"{""police"": 33, ""woman"": 1012, ""officer"": 30, ""dark"": 564}"
1285,🕵️,"{""eye"": 11, ""spy"": 2, ""detective"": 35, ""private"": 2, ""sleuth"": 2}"
1286,🕵,"{""eye"": 11, ""spy"": 2, ""detective"": 35, ""private"": 2, ""sleuth"": 2}"
1287,🕵🏻,"{""detective"": 35, ""light"": 566}"
1288,🕵🏼,"{""detective"": 35, ""medium-light"": 561}"
1289,🕵🏽,"{""detective"": 35, ""medium"": 566}"
1290,🕵🏾,"{""detective"": 35, ""medium-dark"": 561}"
1291,🕵🏿,"{""detective"": 35, ""dark"": 564}"
1292,🕵️‍♂️,"{""man"": 1003, ""detective"": 35}"
1293,🕵‍♂️,"{""man"": 1003, ""detective"": 35}"
1294,🕵️‍♂,"{""man"": 1003, ""detective"": 35}"
1295,🕵‍♂,"{""man"": 1003, ""detective"": 35}"
1296,🕵🏻‍♂️,"{""detective"": 35, ""light"": 566, ""man"": 1003}"
1297,🕵🏻‍♂,"{""detective"": 35, ""light"": 566, ""man"": 1003}"
1298,🕵🏼‍♂️,"{""detective"": 35, ""medium-light"": 561, ""man"": 1003}"
1299,🕵🏼‍♂,"{""detective"": 35, ""medium-light"": 561, ""man"": 1003}"
1300,🕵🏽‍♂️,"{""detective"": 35, ""man"": 1003, ""medium"": 566}"
1301,🕵🏽‍♂,"{""detective"": 35, ""man"": 1003, ""medium"": 566}"
1302,🕵🏾‍♂️,"{""detective"": 35, ""medium-dark"": 561, ""man"": 1003}"
1303,🕵🏾‍♂,"{""detective"": 35, ""medium-dark"": 561, ""man"": 1003}"
1304,🕵🏿‍♂️,"{""detective"": 35, ""man"": 1003, ""dark"": 564}"
1305,🕵🏿‍♂,"{""detective"": 35, ""man"": 1003, ""dark"": 564}"
1306,🕵️‍♀️,"{""woman"": 1012, ""detective"": 35}"
1307,🕵‍♀️,"{""woman"": 1012, ""detective"": 35}"
1308,🕵️‍♀,"{""woman"": 1012, ""detective"": 35}"
1309,🕵‍♀,"{""woman"": 1012, ""detective"": 35}"
1310,🕵🏻‍♀️,"{""detective"": 35, ""light"": 566, ""woman"": 1012}"
1311,🕵🏻‍♀,"{""detective"": 35, ""light"": 566, ""woman"": 1012}"
1312,🕵🏼‍♀️,"{""detective"": 35, ""medium-light"": 561, ""woman"": 1012}"
1313,🕵🏼‍♀,"{""detective"": 35, ""medium-light"": 561, ""woman"": 1012}"
1314,🕵🏽‍♀️,"{""detective"": 35, ""medium"": 566, ""woman"": 1012}"
1315,🕵🏽‍♀,"{""detective"": 35, ""medium"": 566, ""woman"": 1012}"
1316,🕵🏾‍♀️,"{""detective"": 35, ""medium-dark"": 561, ""woman"": 1012}"
1317,🕵🏾‍♀,"{""detective"": 35, ""medium-dark"": 561, ""woman"": 1012}"
1318,🕵🏿‍♀️,"{""detective"": 35, ""woman"": 1012, ""dark"": 564}"
1319,🕵🏿‍♀,"{""detective"": 35, ""woman"": 1012, ""dark"": 564}"
1320,💂,"{""british"": 3, ""guard"": 30, ""guardsman"": 1, ""foot"": 8}"
1321,💂🏻,"{""light"": 566, ""guard"": 30}"
1322,💂🏼,"{""medium-light"": 561, ""guard"": 30}"
1323,💂🏽,"{""guard"": 30, ""medium"": 566}"
1324,💂🏾,"{""guard"": 30, ""medium-dark"": 561}"
1325,💂🏿,"{""guard"": 30, ""dark"": 564}"
1326,💂‍♂️,"{""guard"": 30, ""man"": 1003}"
1327,💂‍♂,"{""guard"": 30, ""man"": 1003}"
1328,💂🏻‍♂️,"{""light"": 566, ""guard"": 30, ""man"": 1003}"
1329,💂🏻‍♂,"{""light"": 566, ""guard"": 30, ""man"": 1003}"
1330,💂🏼‍♂️,"{""medium-light"": 561, ""guard"": 30, ""man"": 1003}"
1331,💂🏼‍♂,"{""medium-light"": 561, ""guard"": 30, ""man"": 1003}"
1332,💂🏽‍♂️,"{""guard"": 30, ""man"": 1003, ""medium"": 566}"
1333,💂🏽‍♂,"{""guard"": 30, ""man"": 1003, ""medium"": 566}"
1334,💂🏾‍♂️,"{""guard"": 30, ""medium-dark"": 561, ""man"": 1003}"
1335,💂🏾‍♂,"{""guard"": 30, ""medium-dark"": 561, ""man"": 1003}"
1336,💂🏿‍♂️,"{""guard"": 30, ""man"": 1003, ""dark"": 564}"
1337,💂🏿‍♂,"{""guard"": 30, ""man"": 1003, ""dark"": 564}"
1338,💂‍♀️,"{""guard"": 30, ""woman"": 1012}"
1339,💂‍♀,"{""guard"": 30, ""woman"": 1012}"
1340,💂🏻‍♀️,"{""light"": 566, ""guard"": 30, ""woman"": 1012}"
1341,💂🏻‍♀,"{""light"": 566, ""guard"": 30, ""woman"": 1012}"
1342,💂🏼‍♀️,"{""medium-light"": 561, ""guard"": 30, ""woman"": 1012}"
1343,💂🏼‍♀,"{""medium-light"": 561, ""guard"": 30, ""woman"": 1012}"
1344,💂🏽‍♀️,"{""guard"": 30, ""medium"": 566, ""woman"": 1012}"
1345,💂🏽‍♀,"{""guard"": 30, ""medium"": 566, ""woman"": 1012}"
1346,💂🏾‍♀️,"{""guard"": 30, ""medium-dark"": 561, ""woman"": 1012}"
1347,💂🏾‍♀,"{""guard"": 30, ""medium-dark"": 561, ""woman"": 1012}"
1348,💂🏿‍♀️,"{""guard"": 30, ""woman"": 1012, ""dark"": 564}"
1349,💂🏿‍♀,"{""guard"": 30, ""woman"": 1012, ""dark"": 564}"
1350,🥷,"{""ninja"": 6}"
1351,🥷🏻,"{""ninja"": 6, ""light"": 566}"
1352,🥷🏼,"{""ninja"": 6, ""medium-light"": 561}"
1353,🥷🏽,"{""ninja"": 6, ""medium"": 566}"
1354,🥷🏾,"{""ninja"": 6, ""medium-dark"": 561}"
1355,🥷🏿,"{""ninja"": 6, ""dark"": 564}"
1356,👷,"{""worker"": 104, ""builder"": 1, ""face"": 119, ""helmet"": 4, ""safety"": 3, ""hat"": 5, ""construction"": 33, ""hard-hat"": 1}"
1357,👷🏻,"{""worker"": 104, ""light"": 566, ""construction"": 33}"
1358,👷🏼,"{""worker"": 104, ""medium-light"": 561, ""construction"": 33}"
1359,👷🏽,"{""worker"": 104, ""construction"": 33, ""medium"": 566}"
1360,👷🏾,"{""worker"": 104, ""medium-dark"": 561, ""construction"": 33}"
1361,👷🏿,"{""worker"": 104, ""construction"": 33, ""dark"": 564}"
1362,👷‍♂️,"{""worker"": 104, ""construction"": 33, ""man"": 1003}"
1363,👷‍♂,"{""worker"": 104, ""construction"": 33, ""man"": 1003}"
1364,👷🏻‍♂️,"{""worker"": 104, ""light"": 566, ""construction"": 33, ""man"": 1003}"
1365,👷🏻‍♂,"{""worker"": 104, ""light"": 566, ""construction"": 33, ""man"": 1003}"
1366,👷🏼‍♂️,"{""worker"": 104, ""medium-light"": 561, ""construction"": 33, ""man"": 1003}"
1367,👷🏼‍♂,"{""worker"": 104, ""medium-light"": 561, ""construction"": 33, ""man"": 1003}"
1368,👷🏽‍♂️,"{""worker"": 104, ""construction"": 33, ""man"": 1003, ""medium"": 566}"
1369,👷🏽‍♂,"{""worker"": 104, ""construction"": 33, ""man"": 1003, ""medium"": 566}"
1370,👷🏾‍♂️,"{""worker"": 104, ""medium-dark"": 561, ""construction"": 33, ""man"": 1003}"
1371,👷🏾‍♂,"{""worker"": 104, ""medium-dark"": 561, ""construction"": 33, ""man"": 1003}"
1372,👷🏿‍♂️,"{""worker"": 104, ""construction"": 33, ""man"": 1003, ""dark"": 564}"
1373,👷🏿‍♂,"{""worker"": 104, ""construction"": 33, ""man"": 1003, ""dark"": 564}"
1374,👷‍♀️,"{""worker"": 104, ""construction"": 33, ""woman"": 1012}"
1375,👷‍♀,"{""worker"": 104, ""construction"": 33, ""woman"": 1012}"
1376,👷🏻‍♀️,"{""worker"": 104, ""light"": 566, ""construction"": 33, ""woman"": 1012}"
1377,👷🏻‍♀,"{""worker"": 104, ""light"": 566, ""construction"": 33, ""woman"": 1012}"
1378,👷🏼‍♀️,"{""worker"": 104, ""medium-light"": 561, ""construction"": 33, ""woman"": 1012}"
1379,👷🏼‍♀,"{""worker"": 104, ""medium-light"": 561, ""construction"": 33, ""woman"": 1012}"
1380,👷🏽‍♀️,"{""worker"": 104, ""construction"": 33, ""medium"": 566, ""woman"": 1012}"
1381,👷🏽‍♀,"{""worker"": 104, ""construction"": 33, ""medium"": 566, ""woman"": 1012}"
1382,👷🏾‍♀️,"{""worker"": 104, ""medium-dark"": 561, ""construction"": 33, ""woman"": 1012}"
1383,👷🏾‍♀,"{""worker"": 104, ""medium-dark"": 561, ""construction"": 33, ""woman"": 1012}"
1384,👷🏿‍♀️,"{""worker"": 104, ""dark"": 564, ""construction"": 33, ""woman"": 1012}"
1385,👷🏿‍♀,"{""worker"": 104, ""dark"": 564, ""construction"": 33, ""woman"": 1012}"
1386,🤴,"{""prince"": 6}"
1387,🤴🏻,"{""light"": 566, ""prince"": 6}"
1388,🤴🏼,"{""medium-light"": 561, ""prince"": 6}"
1389,🤴🏽,"{""prince"": 6, ""medium"": 566}"
1390,🤴🏾,"{""prince"": 6, ""medium-dark"": 561}"
1391,🤴🏿,"{""prince"": 6, ""dark"": 564}"
1392,👸,"{""tiara"": 1, ""girl"": 24, ""crown"": 2, ""blonde"": 2, ""princess"": 6}"
1393,👸🏻,"{""princess"": 6, ""light"": 566}"
1394,👸🏼,"{""medium-light"": 561, ""princess"": 6}"
1395,👸🏽,"{""princess"": 6, ""medium"": 566}"
1396,👸🏾,"{""princess"": 6, ""medium-dark"": 561}"
1397,👸🏿,"{""princess"": 6, ""dark"": 564}"
1398,👳,"{""arab"": 2, ""muslim"": 1, ""turban"": 30, ""wearing"": 30, ""person"": 386, ""sikh"": 1}"
1399,👳🏻,"{""light"": 566, ""turban"": 30, ""wearing"": 30, ""person"": 386}"
1400,👳🏼,"{""medium-light"": 561, ""turban"": 30, ""wearing"": 30, ""person"": 386}"
1401,👳🏽,"{""turban"": 30, ""wearing"": 30, ""person"": 386, ""medium"": 566}"
1402,👳🏾,"{""turban"": 30, ""wearing"": 30, ""person"": 386, ""medium-dark"": 561}"
1403,👳🏿,"{""turban"": 30, ""wearing"": 30, ""person"": 386, ""dark"": 564}"
1404,👳‍♂️,"{""wearing"": 30, ""man"": 1003, ""turban"": 30}"
1405,👳‍♂,"{""wearing"": 30, ""man"": 1003, ""turban"": 30}"
1406,👳🏻‍♂️,"{""light"": 566, ""turban"": 30, ""wearing"": 30, ""man"": 1003}"
1407,👳🏻‍♂,"{""light"": 566, ""turban"": 30, ""wearing"": 30, ""man"": 1003}"
1408,👳🏼‍♂️,"{""medium-light"": 561, ""turban"": 30, ""wearing"": 30, ""man"": 1003}"
1409,👳🏼‍♂,"{""medium-light"": 561, ""turban"": 30, ""wearing"": 30, ""man"": 1003}"
1410,👳🏽‍♂️,"{""turban"": 30, ""wearing"": 30, ""man"": 1003, ""medium"": 566}"
1411,👳🏽‍♂,"{""turban"": 30, ""wearing"": 30, ""man"": 1003, ""medium"": 566}"
1412,👳🏾‍♂️,"{""turban"": 30, ""wearing"": 30, ""medium-dark"": 561, ""man"": 1003}"
1413,👳🏾‍♂,"{""turban"": 30, ""wearing"": 30, ""medium-dark"": 561, ""man"": 1003}"
1414,👳🏿‍♂️,"{""turban"": 30, ""wearing"": 30, ""man"": 1003, ""dark"": 564}"
1415,👳🏿‍♂,"{""turban"": 30, ""wearing"": 30, ""man"": 1003, ""dark"": 564}"
1416,👳‍♀️,"{""wearing"": 30, ""woman"": 1012, ""turban"": 30}"
1417,👳‍♀,"{""wearing"": 30, ""woman"": 1012, ""turban"": 30}"
